stock1,stock2,correlation,abs_correlation,p_value,ci_lower,ci_upper,bootstrap_ci_lower,bootstrap_ci_upper,monte_carlo_p_value,sample_size,lag_days,method,is_significant,strength,adjusted_p_value,is_significant_adjusted,time_horizon,lag_period,horizon_lag_combo
CI,BDX,0.9426726670181449,0.9426726670181449,0.0,0.936428446833154,0.9483199268084909,0.8809005394517967,0.9883373984849774,0.0,1355,1,pearson,True,Very Strong,0.0,True,180,1,180d_lag1
AMGN,UNH,-0.826498484858506,0.826498484858506,0.0,-0.8419037444000409,-0.8097471548918191,-0.9637160582495523,0.13545172855288035,0.003,1498,8,pearson,True,Very Strong,0.0,True,30,8,30d_lag8
IQV,EXAS,0.8182529598826612,0.8182529598826612,0.0,0.7998029854736355,0.8351583327864268,0.7488994393062584,0.9716723373518034,0.0,1348,8,pearson,True,Very Strong,0.0,True,180,8,180d_lag8
SNY,UNH,0.8128366290313779,0.8128366290313779,0.0,0.7949143715382406,0.8293415893160077,-0.0019912285423701434,0.9640464291908457,0.0,1498,8,pearson,True,Very Strong,0.0,True,30,8,30d_lag8
ABT,BDX,0.7834285520935148,0.7834285520935148,1.1264297129838406e-278,0.761839331461931,0.803279232153416,0.6829316504989164,0.9620928476015166,0.0,1340,16,pearson,True,Strong,,,180,16,180d_lag16
ABT,A,-0.7656458879339889,0.7656458879339889,1.0273759389726813e-289,-0.785794801104007,-0.7438735245934718,-0.9405338945351078,0.03567175187615837,0.0,1502,4,pearson,True,Strong,2.0547518779453625e-289,True,30,4,30d_lag4
AMGN,BIIB,-0.7566327919717305,0.7566327919717305,9.435084834955175e-252,-0.7785250246060124,-0.7329015559798299,-0.930894049229663,0.07756281488588755,0.003,1354,2,pearson,True,Strong,,,180,2,180d_lag2
BNTX,HOLX,0.699409704299328,0.699409704299328,9.912700310179908e-213,0.6720818008970509,0.7248349524092701,0.01325553342894018,0.9114549383626213,0.0,1445,1,pearson,True,Strong,2.9738100930539727e-212,True,90,1,90d_lag1
MRK,BMY,0.6606609621481608,0.6606609621481608,2.6927592179981508e-189,0.6311928232565478,0.6882245923308038,-0.0023762323634993576,0.9718499900101178,0.0,1504,2,pearson,True,Strong,1.0771036871992603e-188,True,30,2,30d_lag2
BDX,A,-0.61226102495543,0.61226102495543,2.708855488245368e-149,-0.6435218647651396,-0.5789610983428011,-0.9219648899445513,0.07549872831006602,0.002,1444,2,pearson,True,Strong,8.126566464736105e-149,True,90,2,90d_lag2
ABT,BSX,-0.5747844645315786,0.5747844645315786,9.680022092641988e-128,-0.6083327812263274,-0.5391858918366167,-0.8469768556808925,0.12446502666074039,0.001,1444,2,pearson,True,Moderate,1.4520033138962982e-127,True,90,2,90d_lag2
CI,ZBH,0.5485230906127544,0.5485230906127544,5.6921600844547e-119,0.5121899112205734,0.5828965316413155,-0.026504692988525775,0.8133029849689821,0.0,1505,1,pearson,True,Moderate,1.13843201689094e-118,True,30,1,30d_lag1
ZBH,MTD,-0.5237185474820937,0.5237185474820937,1.4020374243179888e-102,-0.5601582670332926,-0.48525593285945706,-0.8577867674749292,0.023864631116842578,0.001,1445,1,pearson,True,Moderate,2.1030561364769833e-102,True,90,1,90d_lag1
HOLX,IQV,0.49749535610552137,0.49749535610552137,5.470593307825494e-94,0.45829070805865846,0.5347678597199582,0.006388003437314616,0.9676522951503674,0.001,1490,16,pearson,True,Moderate,2.1882373231301975e-93,True,30,16,30d_lag16
EW,A,0.48929081142427566,0.48929081142427566,1.7609980813056833e-82,0.44770280478536323,0.5287665813458592,-0.0014130677000820959,0.8106897410393774,0.003,1355,1,pearson,True,Moderate,1.7609980813056833e-82,True,180,1,180d_lag1
BMY,TAK,0.465807988469235,0.465807988469235,1.1600903872112926e-78,0.42442060001848203,0.5052530466484972,0.004566173434761822,0.7713978979842402,0.0,1444,2,pearson,True,Moderate,1.1600903872112926e-78,True,90,2,90d_lag2
VRTX,TAK,-0.412721359954497,0.412721359954497,2.294213703547017e-62,-0.45398914499069454,-0.3696866577684368,-0.7603317895542393,0.037514946326779645,0.0,1490,16,pearson,True,Moderate,4.588427407094034e-62,True,30,16,30d_lag16
ABBV,A,-0.4068133017388013,0.4068133017388013,7.035394079849819e-55,-0.4504216405075901,-0.36126851661203935,-0.762975943493619,0.09024083040070052,0.001,1348,8,pearson,True,Moderate,1.055309111977473e-54,True,180,8,180d_lag8
MRNA,BMRN,0.3960007106966423,0.3960007106966423,2.0177470227890697e-57,0.35242176704196654,0.4378659565528225,0.013739401809530125,0.7953421296273545,0.001,1498,8,pearson,True,Weak,2.69032936371876e-57,True,30,8,30d_lag8
MRK,BSX,0.39454590704635173,0.39454590704635173,5.613628171969433e-57,0.35091080325342544,0.43647128489491754,-0.05779221972760135,0.7611828667761659,0.001,1498,8,pearson,True,Weak,5.613628171969433e-57,True,30,8,30d_lag8
