stock1,stock2,correlation,abs_correlation,p_value,ci_lower,ci_upper,bootstrap_ci_lower,bootstrap_ci_upper,monte_carlo_p_value,sample_size,lag_days,method,is_significant,strength,adjusted_p_value,is_significant_adjusted,time_horizon,lag_period,horizon_lag_combo
DHR,INCY,0.9603012646122232,0.9603012646122232,0.0,0.9572262071239384,0.9631594138159272,0.04773385705611129,0.9910665032923897,0.0,2651,48,pearson,True,Very Strong,0.0,True,365,48,365d_lag48
GILD,TAK,0.9526938835748435,0.9526938835748435,0.0,0.948784802183164,0.9563112870339459,0.9492512346764063,0.9934380436169389,0.0,2322,12,pearson,True,Very Strong,0.0,True,730,12,730d_lag12
ABT,RARE,0.9383438546554407,0.9383438546554407,0.0,0.9332962645750196,0.9430207419888079,0.9190928074245944,0.9949549131318597,0.0,2328,6,pearson,True,Very Strong,0.0,True,730,6,730d_lag6
ABT,ZBH,0.9332501849443179,0.9332501849443179,0.0,0.9277493035435693,0.9383456458421573,0.8860881198375087,0.9895949978439544,0.0,2286,48,pearson,True,Very Strong,0.0,True,730,48,730d_lag48
ZBH,MTD,-0.9195800291649632,0.9195800291649632,0.0,-0.9256256216371511,-0.9130652007829373,-0.986263101464625,0.9816278115377033,0.0,2328,6,pearson,True,Very Strong,0.0,True,730,6,730d_lag6
CI,TMO,0.874963742379518,0.874963742379518,0.0,0.8663162036182885,0.8830869436139374,-0.004835335651813,0.9772727354839115,0.0,3009,48,pearson,True,Very Strong,0.0,True,7,48,7d_lag48
ILMN,IONS,0.8656201297754885,0.8656201297754885,0.0,0.8550499261767838,0.8754712660006796,0.8127486950616417,0.9932378548394785,0.0,2322,12,pearson,True,Very Strong,0.0,True,730,12,730d_lag12
BMY,IONS,0.8528197883718419,0.8528197883718419,0.0,0.8412349416751471,0.8636219187858349,0.10217506299589119,0.9894833993661262,0.0,2286,48,pearson,True,Very Strong,0.0,True,730,48,730d_lag48
WST,RARE,0.7878291450960514,0.7878291450960514,0.0,0.7737392506720459,0.8011399923769404,0.16883696105528564,0.9634244795007361,0.0,2950,24,pearson,True,Strong,0.0,True,90,24,90d_lag24
IQV,RARE,0.7722605009828512,0.7722605009828512,0.0,0.7574843766613031,0.7862458350989149,0.1217979438811323,0.9402062595530587,0.0,3031,3,pearson,True,Strong,0.0,True,30,3,30d_lag3
BAX,A,0.7442737955618959,0.7442737955618959,0.0,0.7277921395723616,0.7598961976893636,0.019814277964281375,0.9317678190836053,0.0,2971,3,pearson,True,Strong,,,90,3,90d_lag3
MRK,IONS,-0.7313831419652657,0.7313831419652657,0.0,-0.7475289043723676,-0.7143736068174352,-0.915081281987838,0.08683762992295943,0.0,3028,6,pearson,True,Strong,0.0,True,30,6,30d_lag6
GILD,ZBH,-0.6980063863145056,0.6980063863145056,0.0,-0.7161294873821812,-0.6789427147016834,-0.9748440253841085,0.010972929989257568,0.0,2926,48,pearson,True,Strong,,,90,48,90d_lag48
GILD,CI,-0.697839992021135,0.697839992021135,0.0,-0.7158635809654093,-0.6788870741339458,-0.9504256582089948,0.2274660236179582,0.0,2962,12,pearson,True,Strong,0.0,True,90,12,90d_lag12
ISRG,BAX,0.6894971771156196,0.6894971771156196,0.0,0.6702784003693734,0.7077917100876101,0.002271899093352969,0.8828384929645173,0.0,3009,48,pearson,True,Strong,0.0,True,7,48,7d_lag48
CVS,BMRN,-0.6845469644821734,0.6845469644821734,0.0,-0.7029480704854532,-0.6652300667471572,-0.8814530766265167,0.005966623622461707,0.0,3054,3,pearson,True,Strong,0.0,True,7,3,7d_lag3
ZTS,RARE,0.5612804065122623,0.5612804065122623,6.067496780146671e-220,0.534634678944284,0.5868112377757566,0.20604643044771775,0.8531721525204441,0.0,2651,48,pearson,True,Moderate,1.2134993560293342e-219,True,365,48,365d_lag48
ISRG,WST,-0.5574740082902545,0.5574740082902545,3.0489924665131747e-190,-0.5848538610014622,-0.5288252419550403,-0.9161237461572184,0.9783949619586294,0.001,2328,6,pearson,True,Moderate,4.0653232886842327e-190,True,730,6,730d_lag6
SYK,IONS,0.5373402442172928,0.5373402442172928,9.959792012174352e-222,0.5112451801089218,0.5624454571111965,0.2901161712743062,0.8544492666878435,0.0,2968,6,pearson,True,Moderate,1.9919584024348704e-221,True,90,6,90d_lag6
MRK,HUM,-0.5071563625157212,0.5071563625157212,3.130741553778686e-151,-0.5368360745064211,-0.47622295566795897,-0.8796775887674577,0.31330817370297126,0.002,2310,24,pearson,True,Moderate,1.2522966215114744e-150,True,730,24,730d_lag24
