stock1,stock2,correlation,abs_correlation,p_value,ci_lower,ci_upper,bootstrap_ci_lower,bootstrap_ci_upper,monte_carlo_p_value,sample_size,lag_days,method,is_significant,strength,adjusted_p_value,is_significant_adjusted,time_horizon,lag_period,horizon_lag_combo
ISRG,INCY,-0.9960645476309573,0.9960645476309573,8.71174e-318,-0.9968615477825283,-0.995065651907037,-0.9992372061902804,0.9935519297360426,0.001,302,20,pearson,True,Very Strong,7.840567e-317,True,180,20,180d_lag20
NVO,DHR,0.9935793054964,0.9935793054964,5.599185573431028e-286,0.9919521494281284,0.994878320618191,0.9848705335329975,0.9981046812093488,0.0,302,20,pearson,True,Very Strong,2.5196335080439627e-285,True,180,20,180d_lag20
HOLX,BDX,0.9928649534210253,0.9928649534210253,1.0871926364212574e-296,0.9911185864284553,0.994268917783004,0.9543749699030056,0.9971140470938634,0.0,321,1,pearson,True,Very Strong,8.697541091370059e-296,True,180,1,180d_lag1
REGN,TAK,0.9917620865822845,0.9917620865822845,1.9818451595592347e-113,0.9883065298625775,0.9941994650617825,0.8623341843415406,0.9973817220953431,0.0,127,10,pearson,True,Very Strong,1.7440237404121265e-111,True,365,10,365d_lag10
BMRN,IONS,0.9911182150678494,0.9911182150678494,0.0,0.9892028524796697,0.9926950492081624,0.9291150563817637,0.9985156651676114,0.0,402,10,pearson,True,Very Strong,0.0,True,90,10,90d_lag10
EW,BMRN,0.9909127194774635,0.9909127194774635,2.927946777361911e-278,0.988683424549038,0.992704468238904,0.9540908132246708,0.9983651603600958,0.0,319,3,pearson,True,Very Strong,2.6351520996257196e-277,True,180,3,180d_lag3
JNJ,GILD,0.990687627786016,0.990687627786016,2.5695752068756267e-278,0.9884114396534379,0.9925184164778718,0.9130306864271184,0.9982515566219489,0.0,321,1,pearson,True,Very Strong,1.0278300827502507e-277,True,180,1,180d_lag1
MRK,HOLX,0.9855352864527905,0.9855352864527905,3.130103395817537e-98,0.9794946647724454,0.9898055790683948,0.9762075072539043,0.9950474208977523,0.0,127,10,pearson,True,Very Strong,1.3772454941597163e-96,True,365,10,365d_lag10
LLY,AMGN,0.9846063295589066,0.9846063295589066,7.220356214827664e-102,0.9783868199767164,0.9890459936119187,0.9740017785308009,0.9981726943806682,0.0,134,3,pearson,True,Very Strong,4.765435101786258e-100,True,365,3,365d_lag3
REGN,RARE,0.9777964414515167,0.9777964414515167,6.760336754501446e-80,0.9681041827078432,0.9845665858606641,0.9586069433606299,0.9874180375843035,0.0,117,20,pearson,True,Very Strong,9.53207482384704e-78,True,365,20,365d_lag20
MOH,ZBH,0.9766375523502371,0.9766375523502371,2.0548883152087202e-212,0.9709372793448843,0.981230438492619,0.9489638084430849,0.9966418966015328,0.0,317,5,pearson,True,Very Strong,1.8493994836878483e-211,True,180,5,180d_lag5
EW,ZBH,0.9755432040695425,0.9755432040695425,5.917262296864678e-212,0.9696218097910976,0.9803219165854803,0.9263148148918926,0.9967197670619982,0.0,321,1,pearson,True,Very Strong,1.5779366124972475e-211,True,180,1,180d_lag1
MRK,RARE,0.9746236984026329,0.9746236984026329,1.3384221661246902e-76,0.9635719882522069,0.982352620143388,0.9580395282243576,0.9832677391329546,0.0,117,20,pearson,True,Very Strong,9.435876271179067e-75,True,365,20,365d_lag20
MRK,NVO,0.9710647188430565,0.9710647188430565,1.3280017525194152e-79,0.9591054950366866,0.9795630607855154,0.9623277781907267,0.9909178531963763,0.0,127,10,pearson,True,Very Strong,3.895471807390285e-78,True,365,10,365d_lag10
TAK,NVO,0.9674262135758344,0.9674262135758344,2.2043586735696234e-192,0.9595797715995411,0.9737698796282831,0.9502036995179322,0.9948618388396429,0.0,321,1,pearson,True,Very Strong,4.408717347139247e-192,True,180,1,180d_lag1
REGN,HOLX,0.9668054453682475,0.9668054453682475,6.220200240491987e-76,0.9531276863926479,0.9765398540541019,0.9574150383051491,0.990988092296902,0.0,127,10,pearson,True,Very Strong,1.3684440529082372e-74,True,365,10,365d_lag10
TECH,RARE,0.9655418093427166,0.9655418093427166,4.520173974782989e-69,0.9506337015564855,0.9760032088748215,0.9360497502384191,0.980851584378644,0.0,117,20,pearson,True,Very Strong,2.124481768148005e-67,True,365,20,365d_lag20
MDT,BSX,0.96439704297236,0.96439704297236,2.268637215090347e-238,0.9569359450968752,0.9705848927820007,0.9234670917925715,0.9949665428623281,0.0,411,1,pearson,True,Very Strong,2.4955009365993817e-237,True,90,1,90d_lag1
NVO,RARE,0.9615126227899669,0.9615126227899669,5.479256834563027e-72,0.945714160425281,0.9727776855854208,0.9396412752472514,0.9745215995832773,0.0,127,10,pearson,True,Very Strong,9.643492028830928e-71,True,365,10,365d_lag10
MRNA,ZTS,-0.9593456690963775,0.9593456690963775,1.5720390111476052e-70,-0.9712356874378358,-0.9426836979694181,-0.9928341130610576,0.9969321884948609,0.007,127,10,pearson,True,Very Strong,2.305657216349821e-69,True,365,10,365d_lag10
